episode,side,duration,participation,quantity,completion,reward
32,SELL,600.0,0.0038864716998048424,0.08405202301134702,1.0,-0.00044609984294894734
33,SELL,600.0,0.003408853695682618,0.10415403288261307,1.0,0.00018593485015366303
34,BUY,300.0,0.0020963816541406393,0.015289124695851438,1.0,2.303729133591241e-05
35,BUY,120.0,0.001218873476152618,0.009333744314590742,1.0,-0.00013543014377307168
36,SELL,300.0,0.06801970819078895,1.2486948848312667,1.0,0.00035124617594086647
37,SELL,600.0,0.014595435043244285,0.45582047761357997,1.0,-0.0004951480151130325
38,SELL,300.0,0.08963258620138298,0.8416968308571302,1.0,0.00010355501178262015
39,SELL,120.0,0.001136860926423301,0.01164310601223682,1.0,0.00027224696973159057
40,SELL,300.0,0.01440401996833874,0.2576806338071363,1.0,-0.0004498655899052092
41,SELL,120.0,0.003395023595930193,0.05244674207008836,0.9619547526041666,-0.007177982781217124
42,SELL,300.0,0.0018200284497688383,0.024545548222428413,1.0,-0.0006124037314019355
43,SELL,600.0,0.003874492067443671,0.10333353742386425,1.0,-0.0004563317835514619
44,SELL,300.0,0.002552728638462636,0.030477520556777618,1.0,-0.00018497292709467261
45,SELL,600.0,0.021693933215598645,0.8483630116474798,1.0,-0.0004003876704640046
46,BUY,300.0,0.011799838995586296,0.06100043766679986,1.0,0.00019432109447937
47,BUY,120.0,0.003697067759399451,0.005350582436917581,1.0,-0.00026511070445976183
48,BUY,300.0,0.0022903390499996023,0.017696951029958746,1.0,0.0005183296355977865
49,SELL,300.0,0.03377137707133436,1.1112080948709406,1.0,-5.880991650379831e-06
50,SELL,300.0,0.033041206180259894,0.5477190697784814,1.0,0.000462091046436634
51,SELL,300.0,0.001796492081628523,0.01777056133249696,1.0,0.0006629721555894945
52,BUY,600.0,0.0015590359389676134,0.06060515980845478,1.0,-0.00030070201719278444
53,SELL,600.0,0.0768393813426755,1.0696927514736665,1.0,0.0007694420873283181
54,BUY,300.0,0.013955989130903729,0.13450702405159373,1.0,0.0001008847651398452
55,BUY,600.0,0.037564845502935734,1.3588119048649514,1.0,0.0003477101189480388
56,BUY,600.0,0.05079222286911998,1.5945934549473906,1.0,-0.00040177721380964303
57,SELL,120.0,0.0021103598381169,0.01774776872467364,1.0,9.883516923001952e-05
58,SELL,600.0,0.024725425029815187,0.5652329935618511,1.0,0.00031759939799710213
59,BUY,300.0,0.02993671772708124,0.35675249076768356,1.0,-4.726890645961435e-06
60,SELL,600.0,0.06997960587100374,1.1260047068640258,1.0,-0.0007838394222504404
61,BUY,600.0,0.006693892107192698,0.33612496476356524,1.0,-0.0006341090622912787
62,SELL,120.0,0.046104462342604985,0.2043697728636406,1.0,0.000364884928678613
63,BUY,300.0,0.08943798074313487,1.9402989266072441,1.0,9.369584142057714e-05
64,SELL,600.0,0.001292780438560915,0.03127151658859372,1.0,-0.0006565601849574192
65,BUY,120.0,0.02089245609779323,0.07315312895684305,1.0,0.0002216647212195225
66,SELL,600.0,0.00429013289243843,0.07303427759607586,1.0,1.1176723699864643e-05
67,BUY,300.0,0.005583198535529506,0.04238840763080523,1.0,8.648164350356078e-05
68,BUY,600.0,0.007762364410556657,0.32330689600808216,1.0,-0.00014701983613044312
69,SELL,120.0,0.007153352172354506,0.009989148826486901,1.0,-0.0003159107683688628
70,SELL,300.0,0.001361462744554792,0.013521128676217745,1.0,-0.0003648250921269762
71,BUY,120.0,0.010618776694932075,0.07609692418561745,0.9025410353535352,-0.04739851826104977
72,BUY,120.0,0.09127227517337116,0.48464554634511253,1.0,-0.00011108434941876588
73,SELL,600.0,0.006338431750459013,0.21146029282867196,1.0,-0.0008644851679635929
74,SELL,300.0,0.0020091157184750383,0.012683150975802915,1.0,0.0005049812066706443
75,BUY,600.0,0.0013285648197033566,0.02306900879676721,1.0,-0.0008094141851812059
76,SELL,600.0,0.001431215975126156,0.03096339208461582,1.0,-2.0501627250853453e-05
77,BUY,600.0,0.0019623044885178392,0.03934523298989206,1.0,0.0004884090619203796
78,SELL,120.0,0.0012520929935422283,0.0029600320490846595,1.0,-0.00012180946949664642
79,SELL,300.0,0.002810270714921767,0.0662068369806327,1.0,-0.00011569135559712171
80,SELL,120.0,0.0038477858654798187,0.019418134682929283,1.0,0.0004432705345665079
81,SELL,600.0,0.026998684561201854,1.0596421444602921,1.0,0.00106839769461268
82,BUY,600.0,0.010629764001383293,0.33522651172681456,1.0,0.0002456799856655679
83,SELL,600.0,0.02960920965716951,0.7045931112880517,1.0,-0.00017075724203260254
84,BUY,120.0,0.004036365478815571,0.037004053488983626,1.0,0.00011771977790606658
85,SELL,120.0,0.0013808833566389081,0.004780053019697446,1.0,0.00013296354130054033
86,SELL,300.0,0.0025666335770283466,0.02316437808604937,1.0,-0.0005504960564912004
87,BUY,300.0,0.0010400100310339665,0.022466135356515763,1.0,0.00020624614906017608
88,SELL,600.0,0.004922552927107556,0.09053153086727761,1.0,-0.0006380310777407908
89,BUY,120.0,0.0036459750982246564,0.006935603960857418,1.0,-0.0002163846515382112
90,SELL,300.0,0.004650479336284263,0.03128027254196979,1.0,-1.8713145501215895e-05
91,SELL,600.0,0.0014698247355890677,0.045960586997798834,1.0,8.769555937606955e-05
92,BUY,600.0,0.0016043719147246767,0.03766109312804654,1.0,1.2949228618363728e-05
93,SELL,120.0,0.0013862882254694498,0.002132221219580424,1.0,-0.00021368536264329227
94,BUY,300.0,0.016351426642862602,0.6805875763276165,1.0,0.00035397001416581875
95,BUY,600.0,0.0011403633977480063,0.02893268694842405,1.0,-4.4713610002050645e-05
96,BUY,300.0,0.02069815101182958,0.7635427314908341,1.0,0.0002628331693448719
97,BUY,300.0,0.02966661383804885,0.27811254504042476,1.0,0.00013932635966244352
98,SELL,600.0,0.028327893072257804,1.3929649100760246,1.0,-0.00045999567798883206
99,BUY,300.0,0.011977512944939933,0.20939069238907182,1.0,-0.00036808901858716695
100,SELL,600.0,0.027412064961727923,0.5500181400251727,1.0,3.2049686213242605e-05
101,SELL,300.0,0.001080645079063368,0.018137550885783064,1.0,0.00013588829912057369
102,SELL,600.0,0.007055420398819653,0.18483490667061345,1.0,0.0007389155657598013
103,SELL,300.0,0.02986826458629275,0.3633005040579549,1.0,-2.2715309719217766e-05
104,SELL,600.0,0.034274626642944984,0.7493515926575759,1.0,0.0008676603692516793
105,SELL,120.0,0.0012260147230632465,0.002515213423079758,1.0,0.0005772209676835965
106,SELL,600.0,0.008467255312956872,0.20096979590236755,1.0,3.107780944227466e-05
107,SELL,600.0,0.005100546572431784,0.17979729082362197,1.0,-0.00031410042967271754
108,BUY,120.0,0.0321638969316698,0.06702403369827643,1.0,9.431354230719544e-05
109,SELL,300.0,0.020652930724380143,0.23202942819576688,1.0,6.27960445830705e-05
110,BUY,300.0,0.0030544367345308105,0.055699261490305824,1.0,-0.000385971692195655
111,SELL,300.0,0.033790628618386664,0.24907870973148472,1.0,0.0003308533364615905
112,BUY,120.0,0.005595697621400642,0.02592966970160471,1.0,-6.020453042440468e-05
113,BUY,600.0,0.009571104241941816,0.11111249481358516,1.0,8.21277297669998e-05
114,BUY,600.0,0.011266710752263407,0.37726264787124847,1.0,-0.0004155878688308186
115,SELL,120.0,0.08939632069640023,0.14056071045259003,1.0,8.433486190309673e-05
116,BUY,120.0,0.05134960187969559,0.20968369510348556,1.0,0.00024066654943055826
117,BUY,120.0,0.027007118888467647,0.11203922205008862,1.0,-0.00034074321735296143
118,SELL,300.0,0.001422814400246016,0.018190101447522217,1.0,-0.00018188351681504175
119,BUY,600.0,0.003554888532096092,0.10982784927962917,1.0,8.100939142887026e-05
