run_id,strategy,duration,seed,side,participation,market_volume,quantity,filled,completion,arrival_mid,end_mid,baseline_end_mid,peak_impact_observed,peak_impact_causal,end_impact_causal,shortfall
pov_120_0_BUY_0.02,pov,120.0,0,BUY,0.02,4.811332827747923,0.09622665655495846,0.09622665655495846,1.0,62987.350000000006,62987.350000000006,62987.350000000006,0.0,6.350481485475722e-06,0.0,7.938101857422225e-07
rl_120_0_BUY_0.02,rl,120.0,0,BUY,0.02,4.811332827747923,0.09622665655495846,0.08335923597143685,0.8662800824200665,62987.350000000006,62987.45,62987.350000000006,1.5876203712534159e-06,3.175240742737861e-06,1.5876203712534159e-06,-0.00014854951523166185
twap_120_0_SELL_0.02,twap,120.0,0,SELL,0.02,4.811332827747923,0.09622665655495846,0.09622665655495846,1.0,62987.350000000006,62987.25,62987.350000000006,1.587620371484445e-06,1.587620371484445e-06,1.587620371484445e-06,0.00014063670456564153
pov_120_0_SELL_0.02,pov,120.0,0,SELL,0.02,4.811332827747923,0.09622665655495846,0.09622665655495846,1.0,62987.350000000006,62987.350000000006,62987.350000000006,-0.0,4.762861114222305e-06,-0.0,7.938101857422225e-07
rl_120_0_SELL_0.02,rl,120.0,0,SELL,0.02,4.811332827747923,0.09622665655495846,0.08335923597143685,0.8662800824200665,62987.350000000006,62987.25,62987.350000000006,1.587620371484445e-06,1.587620371484445e-06,1.587620371484445e-06,0.00015013713560279977
twap_120_0_BUY_0.05,twap,120.0,0,BUY,0.05,4.811332827747923,0.24056664138739614,0.24056664138739614,1.0,62987.350000000006,62987.45,62987.350000000006,1.5876203712534159e-06,3.175240742737861e-06,1.5876203712534159e-06,-0.00013904908419461913
pov_120_0_BUY_0.05,pov,120.0,0,BUY,0.05,4.811332827747923,0.24056664138739614,0.24056664138739614,1.0,62987.350000000006,62987.350000000006,62987.350000000006,0.0,7.938101856960167e-06,0.0,1.9229970352639784e-05
rl_120_0_BUY_0.05,rl,120.0,0,BUY,0.05,4.811332827747923,0.24056664138739614,0.20839808992859213,0.8662800824200666,62987.350000000006,62987.55,62987.350000000006,3.175240742737861e-06,3.17524074296889e-06,3.175240742737861e-06,-0.00014854951523166185
twap_120_0_SELL_0.05,twap,120.0,0,SELL,0.05,4.811332827747923,0.24056664138739614,0.24056664138739614,1.0,62987.350000000006,62987.15000000001,62987.350000000006,3.175240742737861e-06,3.17524074296889e-06,3.175240742737861e-06,0.00014063670456598807
pov_120_0_SELL_0.05,pov,120.0,0,SELL,0.05,4.811332827747923,0.24056664138739614,0.24056664138739614,1.0,62987.350000000006,62987.350000000006,62987.350000000006,-0.0,7.938101856960167e-06,-0.0,7.938101857422225e-07
rl_120_0_SELL_0.05,rl,120.0,0,SELL,0.05,4.811332827747923,0.24056664138739614,0.20839808992859213,0.8662800824200666,62987.350000000006,62987.15000000001,62987.350000000006,3.175240742737861e-06,3.17524074296889e-06,3.175240742737861e-06,0.00015013713560291527
twap_120_0_BUY_0.1,twap,120.0,0,BUY,0.1,4.811332827747923,0.4811332827747923,0.4811332827747923,1.0,62987.350000000006,62987.55,62987.350000000006,3.175240742737861e-06,4.762861114222305e-06,3.175240742737861e-06,-0.00013904908419461913
pov_120_0_BUY_0.1,pov,120.0,0,BUY,0.1,4.811332827747923,0.4811332827747923,0.4811332827747923,1.0,62987.350000000006,62987.350000000006,62987.350000000006,0.0,9.52572222844461e-06,0.0,8.066099679609028e-05
rl_120_0_BUY_0.1,rl,120.0,0,BUY,0.1,4.811332827747923,0.4811332827747923,0.41679617985718426,0.8662800824200666,62987.350000000006,62987.65000000001,62987.350000000006,4.762861114222305e-06,4.762861114222305e-06,4.762861114222305e-06,-0.00014854951523166185
twap_120_0_SELL_0.1,twap,120.0,0,SELL,0.1,4.811332827747923,0.4811332827747923,0.4811332827747923,1.0,62987.350000000006,62987.15000000001,62987.350000000006,3.175240742737861e-06,4.762861114222305e-06,3.175240742737861e-06,0.00014089076586861306
pov_120_0_SELL_0.1,pov,120.0,0,SELL,0.1,4.811332827747923,0.4811332827747923,0.4811332827747923,1.0,62987.350000000006,62987.350000000006,62987.350000000006,-0.0,1.1113342599698028e-05,-0.0,7.938101857422225e-07
rl_120_0_SELL_0.1,rl,120.0,0,SELL,0.1,4.811332827747923,0.4811332827747923,0.41679617985718426,0.8662800824200666,62987.350000000006,62987.05,62987.350000000006,4.762861114222305e-06,4.762861114222305e-06,4.762861114222305e-06,0.00015013893495455054
twap_120_0_BUY_0.2,twap,120.0,0,BUY,0.2,4.811332827747923,0.9622665655495846,0.9622665655495846,1.0,62987.350000000006,62987.65000000001,62987.350000000006,4.762861114222305e-06,6.350481485475722e-06,4.762861114222305e-06,-0.00013904908419461913
pov_120_0_BUY_0.2,pov,120.0,0,BUY,0.2,4.811332827747923,0.9622665655495846,0.9622665655495846,1.0,62987.350000000006,62987.350000000006,62987.350000000006,0.0,1.5876203713920334e-05,0.0,0.00011137651001787328
rl_120_0_BUY_0.2,rl,120.0,0,BUY,0.2,4.811332827747923,0.9622665655495846,0.8335923597143685,0.8662800824200666,62987.350000000006,62987.75,62987.350000000006,6.350481485475722e-06,6.350481485475722e-06,6.350481485475722e-06,-0.00014854951523166185
twap_120_0_SELL_0.2,twap,120.0,0,SELL,0.2,4.811332827747923,0.9622665655495846,0.9622665655495846,1.0,62987.350000000006,62987.05,62987.350000000006,4.762861114222305e-06,7.938101856960167e-06,4.762861114222305e-06,0.00014116979880817384
pov_120_0_SELL_0.2,pov,120.0,0,SELL,0.2,4.811332827747923,0.9622665655495846,0.9622665655495846,1.0,62987.350000000006,62987.350000000006,62987.350000000006,-0.0,1.2700962971182472e-05,-0.0,9.051822244885266e-06
rl_120_0_SELL_0.2,rl,120.0,0,SELL,0.2,4.811332827747923,0.9622665655495846,0.8335923597143685,0.8662800824200666,62987.350000000006,62986.95,62987.350000000006,6.350481485706751e-06,6.350481485706751e-06,6.350481485706751e-06,0.00015029765883459772
twap_120_1_BUY_0.001,twap,120.0,1,BUY,0.001,2.1060715582135368,0.0021060715582135368,0.0021060715582135368,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,1.586683284621957e-06,0.0,0.0003116510418030761
pov_120_1_BUY_0.001,pov,120.0,1,BUY,0.001,2.1060715582135368,0.0021060715582135368,0.0021060715582135368,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,0.0,0.0,7.933416421955321e-07
rl_120_1_BUY_0.001,rl,120.0,1,BUY,0.001,2.1060715582135368,0.0021060715582135368,0.0021060715582135368,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,1.586683284621957e-06,0.0,0.00039960008387510473
twap_120_1_SELL_0.001,twap,120.0,1,SELL,0.001,2.1060715582135368,0.0021060715582135368,0.0021060715582135368,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,-0.00031006435851856963
pov_120_1_SELL_0.001,pov,120.0,1,SELL,0.001,2.1060715582135368,0.0021060715582135368,0.0021060715582135368,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,7.933416423109785e-07
rl_120_1_SELL_0.001,rl,120.0,1,SELL,0.001,2.1060715582135368,0.0021060715582135368,0.0021060715582135368,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,-0.00039801340059059825
twap_120_1_BUY_0.0025,twap,120.0,1,BUY,0.0025,2.1060715582135368,0.005265178895533842,0.005265178895533842,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,1.586683284621957e-06,0.0,0.00031165104180284523
pov_120_1_BUY_0.0025,pov,120.0,1,BUY,0.0025,2.1060715582135368,0.005265178895533842,0.005265178895533842,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,0.0,0.0,7.933416423109785e-07
rl_120_1_BUY_0.0025,rl,120.0,1,BUY,0.0025,2.1060715582135368,0.005265178895533842,0.005265178895533842,1.0,63024.55,63067.45,63067.350000000006,0.000680687129063106,1.586683284621957e-06,1.5866832843910642e-06,0.00039960008387475844
twap_120_1_SELL_0.0025,twap,120.0,1,SELL,0.0025,2.1060715582135368,0.005265178895533842,0.005265178895533842,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,-0.0003100643585183387
pov_120_1_SELL_0.0025,pov,120.0,1,SELL,0.0025,2.1060715582135368,0.005265178895533842,0.005265178895533842,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,7.933416423109785e-07
rl_120_1_SELL_0.0025,rl,120.0,1,SELL,0.0025,2.1060715582135368,0.005265178895533842,0.005265178895533842,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,-0.00039801340059036737
twap_120_1_BUY_0.005,twap,120.0,1,BUY,0.005,2.1060715582135368,0.010530357791067684,0.010530357791067684,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,1.586683284621957e-06,0.0,0.00031165104180284523
pov_120_1_BUY_0.005,pov,120.0,1,BUY,0.005,2.1060715582135368,0.010530357791067684,0.010530357791067684,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,1.586683284621957e-06,0.0,7.933416423109785e-07
rl_120_1_BUY_0.005,rl,120.0,1,BUY,0.005,2.1060715582135368,0.010530357791067684,0.010530357791067684,1.0,63024.55,63067.45,63067.350000000006,0.000680687129063106,1.586683284621957e-06,1.5866832843910642e-06,0.00039960008387475844
twap_120_1_SELL_0.005,twap,120.0,1,SELL,0.005,2.1060715582135368,0.010530357791067684,0.010530357791067684,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,-0.0003100643585183387
pov_120_1_SELL_0.005,pov,120.0,1,SELL,0.005,2.1060715582135368,0.010530357791067684,0.010530357791067684,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,3.173366569013021e-06,-0.0,7.933416423109785e-07
rl_120_1_SELL_0.005,rl,120.0,1,SELL,0.005,2.1060715582135368,0.010530357791067684,0.010530357791067684,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,-0.00039801340059036737
twap_120_1_BUY_0.01,twap,120.0,1,BUY,0.01,2.1060715582135368,0.02106071558213537,0.02106071558213537,1.0,63024.55,63067.45,63067.350000000006,0.000680687129063106,1.586683284621957e-06,1.5866832843910642e-06,0.00031165104180284523
pov_120_1_BUY_0.01,pov,120.0,1,BUY,0.01,2.1060715582135368,0.02106071558213537,0.02106071558213537,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,1.586683284621957e-06,0.0,7.933416423109785e-07
rl_120_1_BUY_0.01,rl,120.0,1,BUY,0.01,2.1060715582135368,0.02106071558213537,0.02106071558213537,1.0,63024.55,63067.45,63067.350000000006,0.000680687129063106,1.586683284621957e-06,1.5866832843910642e-06,0.00039960008387475844
twap_120_1_SELL_0.01,twap,120.0,1,SELL,0.01,2.1060715582135368,0.02106071558213537,0.02106071558213537,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.586683284621957e-06,-0.0,-0.0003100643585183387
pov_120_1_SELL_0.01,pov,120.0,1,SELL,0.01,2.1060715582135368,0.02106071558213537,0.02106071558213537,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,3.173366569013021e-06,-0.0,7.933416423109785e-07
rl_120_1_SELL_0.01,rl,120.0,1,SELL,0.01,2.1060715582135368,0.02106071558213537,0.02106071558213537,1.0,63024.55,63067.25,63067.350000000006,-0.000677513762494093,1.586683284621957e-06,1.586683284621957e-06,-0.00039801340059036737
twap_120_1_BUY_0.02,twap,120.0,1,BUY,0.02,2.1060715582135368,0.04212143116427074,0.04212143116427074,1.0,63024.55,63067.45,63067.350000000006,0.000680687129063106,1.586683284621957e-06,1.5866832843910642e-06,0.00031165104180284523
pov_120_1_BUY_0.02,pov,120.0,1,BUY,0.02,2.1060715582135368,0.04212143116427074,0.04212143116427074,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,3.173366569243914e-06,0.0,7.933416423109785e-07
rl_120_1_BUY_0.02,rl,120.0,1,BUY,0.02,2.1060715582135368,0.04212143116427074,0.04212143116427074,1.0,63024.55,63067.45,63067.350000000006,0.000680687129063106,1.586683284621957e-06,1.5866832843910642e-06,0.00039960008387475844
twap_120_1_SELL_0.02,twap,120.0,1,SELL,0.02,2.1060715582135368,0.04212143116427074,0.04212143116427074,1.0,63024.55,63067.25,63067.350000000006,-0.000677513762494093,1.586683284621957e-06,1.586683284621957e-06,-0.0003100643585183387
pov_120_1_SELL_0.02,pov,120.0,1,SELL,0.02,2.1060715582135368,0.04212143116427074,0.04212143116427074,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,4.760049853404085e-06,-0.0,7.933416423109785e-07
rl_120_1_SELL_0.02,rl,120.0,1,SELL,0.02,2.1060715582135368,0.04212143116427074,0.04212143116427074,1.0,63024.55,63067.25,63067.350000000006,-0.000677513762494093,1.586683284621957e-06,1.586683284621957e-06,-0.00039801340059036737
twap_120_1_BUY_0.05,twap,120.0,1,BUY,0.05,2.1060715582135368,0.10530357791067685,0.10530357791067685,1.0,63024.55,63067.45,63067.350000000006,0.000680687129063106,1.586683284621957e-06,1.5866832843910642e-06,0.0003116510418030761
pov_120_1_BUY_0.05,pov,120.0,1,BUY,0.05,2.1060715582135368,0.10530357791067685,0.10530357791067685,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,4.760049853634978e-06,0.0,7.933416421955321e-07
rl_120_1_BUY_0.05,rl,120.0,1,BUY,0.05,2.1060715582135368,0.10530357791067685,0.10530357791067685,1.0,63024.55,63067.55,63067.350000000006,0.000682273812347728,3.173366569013021e-06,3.173366569013021e-06,0.0003996000838749893
twap_120_1_SELL_0.05,twap,120.0,1,SELL,0.05,2.1060715582135368,0.10530357791067685,0.10530357791067685,1.0,63024.55,63067.25,63067.350000000006,-0.000677513762494093,1.586683284621957e-06,1.586683284621957e-06,-0.00031006435851856963
pov_120_1_SELL_0.05,pov,120.0,1,SELL,0.05,2.1060715582135368,0.10530357791067685,0.10530357791067685,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,6.346733138026042e-06,-0.0,7.933416423109785e-07
rl_120_1_SELL_0.05,rl,120.0,1,SELL,0.05,2.1060715582135368,0.10530357791067685,0.10530357791067685,1.0,63024.55,63067.15000000001,63067.350000000006,-0.0006759270792097019,3.173366569013021e-06,3.173366569013021e-06,-0.00039801340059036737
twap_120_1_BUY_0.1,twap,120.0,1,BUY,0.1,2.1060715582135368,0.2106071558213537,0.2106071558213537,1.0,63024.55,63067.55,63067.350000000006,0.000682273812347728,3.173366569013021e-06,3.173366569013021e-06,0.0003116510418030761
pov_120_1_BUY_0.1,pov,120.0,1,BUY,0.1,2.1060715582135368,0.2106071558213537,0.2106071558213537,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,7.933416422648e-06,0.0,7.933416421955321e-07
rl_120_1_BUY_0.1,rl,120.0,1,BUY,0.1,2.1060715582135368,0.2106071558213537,0.2106071558213537,1.0,63024.55,63067.65000000001,63067.350000000006,0.0006838604956323499,4.760049853634978e-06,4.760049853634978e-06,0.0003996000838749893
twap_120_1_SELL_0.1,twap,120.0,1,SELL,0.1,2.1060715582135368,0.2106071558213537,0.2106071558213537,1.0,63024.55,63067.25,63067.350000000006,-0.000677513762494093,3.173366569243914e-06,1.586683284621957e-06,-0.00031006435851856963
pov_120_1_SELL_0.1,pov,120.0,1,SELL,0.1,2.1060715582135368,0.2106071558213537,0.2106071558213537,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,7.933416422648e-06,-0.0,7.933416423109785e-07
rl_120_1_SELL_0.1,rl,120.0,1,SELL,0.1,2.1060715582135368,0.2106071558213537,0.2106071558213537,1.0,63024.55,63067.15000000001,63067.350000000006,-0.0006759270792097019,3.173366569243914e-06,3.173366569013021e-06,-0.00039801340059036737
twap_120_1_BUY_0.2,twap,120.0,1,BUY,0.2,2.1060715582135368,0.4212143116427074,0.4212143116427074,1.0,63024.55,63067.55,63067.350000000006,0.000682273812347728,3.173366569243914e-06,3.173366569013021e-06,0.0003116510418030761
pov_120_1_BUY_0.2,pov,120.0,1,BUY,0.2,2.1060715582135368,0.4212143116427074,0.4212143116427074,1.0,63024.55,63067.350000000006,63067.350000000006,0.0006791004457787149,9.520099707269956e-06,0.0,3.798775874399454e-05
rl_120_1_BUY_0.2,rl,120.0,1,BUY,0.2,2.1060715582135368,0.4212143116427074,0.4212143116427074,1.0,63024.55,63067.75,63067.350000000006,0.000685447178916741,6.346733138026042e-06,6.346733138026042e-06,0.0003996000838749893
twap_120_1_SELL_0.2,twap,120.0,1,SELL,0.2,2.1060715582135368,0.4212143116427074,0.4212143116427074,1.0,63024.55,63067.15000000001,63067.350000000006,-0.0006759270792097019,4.760049853404085e-06,3.173366569013021e-06,-0.00031006435851856963
pov_120_1_SELL_0.2,pov,120.0,1,SELL,0.2,2.1060715582135368,0.4212143116427074,0.4212143116427074,1.0,63024.55,63067.350000000006,63067.350000000006,-0.0006791004457787149,1.110678299166102e-05,-0.0,7.933416423109785e-07
rl_120_1_SELL_0.2,rl,120.0,1,SELL,0.2,2.1060715582135368,0.4212143116427074,0.4212143116427074,1.0,63024.55,63067.05,63067.350000000006,-0.00067434039592508,4.760049853634978e-06,4.760049853634978e-06,-0.00039801340059036737
twap_120_2_BUY_0.001,twap,120.0,2,BUY,0.001,1.297922218321803,0.001297922218321803,0.001297922218321803,1.0,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,-0.0002615604561869299
pov_120_2_BUY_0.001,pov,120.0,2,BUY,0.001,1.297922218321803,0.001297922218321803,0.001297922218321803,1.0,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,7.938101856267079e-07
rl_120_2_BUY_0.001,rl,120.0,2,BUY,0.001,1.297922218321803,0.001297922218321803,0.00112290569523694,0.8651563856336806,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,-0.00029389469762155937
twap_120_2_SELL_0.001,twap,120.0,2,SELL,0.001,1.297922218321803,0.001297922218321803,0.001297922218321803,1.0,62987.350000000006,62962.350000000006,62962.350000000006,0.00039690509284800833,1.587620371484445e-06,-0.0,0.0002631480765580678
pov_120_2_SELL_0.001,pov,120.0,2,SELL,0.001,1.297922218321803,0.001297922218321803,0.001297922218321803,1.0,62987.350000000006,62962.350000000006,62962.350000000006,0.00039690509284800833,1.587620371484445e-06,-0.0,7.938101858577371e-07
rl_120_2_SELL_0.001,rl,120.0,2,SELL,0.001,1.297922218321803,0.001297922218321803,0.00112290569523694,0.8651563856336806,62987.350000000006,62962.25,62962.350000000006,0.00039849271321949276,1.587620371484445e-06,1.587620371484445e-06,0.00029548231799292834
twap_120_2_BUY_0.0025,twap,120.0,2,BUY,0.0025,1.297922218321803,0.003244805545804508,0.003244805545804508,1.0,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,-0.00026156045618727647
pov_120_2_BUY_0.0025,pov,120.0,2,BUY,0.0025,1.297922218321803,0.003244805545804508,0.003244805545804508,1.0,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,7.938101856267079e-07
rl_120_2_BUY_0.0025,rl,120.0,2,BUY,0.0025,1.297922218321803,0.003244805545804508,0.00280726423809235,0.8651563856336805,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,-0.00029389469762132833
twap_120_2_SELL_0.0025,twap,120.0,2,SELL,0.0025,1.297922218321803,0.003244805545804508,0.003244805545804508,1.0,62987.350000000006,62962.25,62962.350000000006,0.00039849271321949276,1.587620371484445e-06,1.587620371484445e-06,0.00026314807655841433
pov_120_2_SELL_0.0025,pov,120.0,2,SELL,0.0025,1.297922218321803,0.003244805545804508,0.003244805545804508,1.0,62987.350000000006,62962.350000000006,62962.350000000006,0.00039690509284800833,1.587620371484445e-06,-0.0,7.938101856267079e-07
rl_120_2_SELL_0.0025,rl,120.0,2,SELL,0.0025,1.297922218321803,0.003244805545804508,0.00280726423809235,0.8651563856336805,62987.350000000006,62962.25,62962.350000000006,0.00039849271321949276,1.587620371484445e-06,1.587620371484445e-06,0.0002954823179928128
twap_120_2_BUY_0.005,twap,120.0,2,BUY,0.005,1.297922218321803,0.006489611091609016,0.006489611091609016,1.0,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,-0.00026156045618727647
pov_120_2_BUY_0.005,pov,120.0,2,BUY,0.005,1.297922218321803,0.006489611091609016,0.006489611091609016,1.0,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,7.938101856267079e-07
rl_120_2_BUY_0.005,rl,120.0,2,BUY,0.005,1.297922218321803,0.006489611091609016,0.0056145284761847,0.8651563856336805,62987.350000000006,62962.350000000006,62962.350000000006,-0.00039690509284800833,1.587620371484445e-06,0.0,-0.00029389469762132833
