run_id,strategy,duration,seed,side,participation,market_volume,quantity,filled,completion,arrival_mid,end_mid,baseline_end_mid,peak_impact_observed,peak_impact_causal,end_impact_causal,shortfall,paired_execution_cost,penalized_execution_cost
twap_300_0_BUY_0.001,twap,300.0,0,BUY,0.001,2.1591781826937386,0.0021591781826937385,0.0021591781826937385,1.0,63267.65000000001,63360.05,63351.55,0.0014604620212698618,0.0001343498612640109,0.0001343498612640109,0.00047312225653032284,6.501479560773544e-05,6.501479560773544e-05
twap_300_0_SELL_0.001,twap,300.0,0,SELL,0.001,2.1591781826937386,0.0021591781826937385,0.0021591781826937385,1.0,63267.65000000001,63343.05,63351.55,-0.00119176229874184,0.0001343498612640109,0.0001343498612640109,-0.00034251311689327486,6.559434402888155e-05,6.559434402888155e-05
twap_300_0_BUY_0.0025,twap,300.0,0,BUY,0.0025,2.1591781826937386,0.005397945456734347,0.005397945456734347,1.0,63267.65000000001,63364.95,63351.55,0.0015379107648219642,0.0002117986048163434,0.00021179860481611342,0.0005106875314637452,0.00010258007054154056,0.00010258007054154056
twap_300_0_SELL_0.0025,twap,300.0,0,SELL,0.0025,2.1591781826937386,0.005397945456734347,0.005397945456734347,1.0,63267.65000000001,63338.15000000001,63351.55,-0.0011143135551897375,0.00021337919141931142,0.00021179860481611342,-0.0003049478419593925,0.00010315961896270487,0.00010315961896270487
twap_300_0_BUY_0.005,twap,300.0,0,BUY,0.005,2.1591781826937386,0.010795890913468694,0.010795890913468694,1.0,63267.65000000001,63370.55,63351.55,0.001626423614595993,0.000300311454590142,0.000300311454590142,0.000552678448886076,0.00014457098796405535,0.00014457098796405535
twap_300_0_SELL_0.005,twap,300.0,0,SELL,0.005,2.1591781826937386,0.010795890913468694,0.010795890913468694,1.0,63267.65000000001,63332.55,63351.55,-0.0010258007054157088,0.00030189204119334003,0.000300311454590142,-0.00026258812099603184,0.00014551933992594832,0.00014551933992594832
twap_300_0_BUY_0.01,twap,300.0,0,BUY,0.01,2.1591781826937386,0.021591781826937387,0.021591781826937387,1.0,63267.65000000001,63378.350000000006,63351.55,0.0017497093696383077,0.0004235972096324568,0.0004235972096324568,0.0006118977602826671,0.00020379029936047808,0.00020379029936047808
twap_300_0_SELL_0.01,twap,300.0,0,SELL,0.01,2.1591781826937386,0.021591781826937387,0.021591781826937387,1.0,63267.65000000001,63324.65000000001,63351.55,-0.000900934363770426,0.00042517779623565483,0.0004251777962354248,-0.00020284194739875801,0.00020526551352335618,0.00020526551352335618
twap_300_0_BUY_0.02,twap,300.0,0,BUY,0.02,2.1591781826937386,0.043183563653874775,0.043183563653874775,1.0,63267.65000000001,63389.350000000006,63351.55,0.0019235738959799689,0.000597461735974118,0.000597461735974118,0.0006956161640269874,0.00028750870310498126,0.00028750870310498126
twap_300_0_SELL_0.02,twap,300.0,0,SELL,0.02,2.1591781826937386,0.043183563653874775,0.043183563653874775,1.0,63267.65000000001,63313.45,63351.55,-0.0007239086642223688,0.000602203495783482,0.000602203495783482,-0.00011796444681203886,0.00029014301411014646,0.00029014301411014646
twap_300_0_BUY_0.05,twap,300.0,0,BUY,0.05,2.1591781826937386,0.10795890913468693,0.10795890913468693,1.0,63267.65000000001,63411.05,63351.55,0.002266561188853927,0.0009404490288480763,0.0009404490288480763,0.0008604713467306039,0.00045236388580892795,0.00045236388580892795
twap_300_0_SELL_0.05,twap,300.0,0,SELL,0.05,2.1591781826937386,0.10795890913468693,0.10795890913468693,1.0,63267.65000000001,63291.15000000001,63351.55,-0.00037143785172991247,0.0009546743082759384,0.0009546743082759384,5.0526085079462075e-05,0.0004586335460012553,0.0004586335460012553
twap_300_0_BUY_0.1,twap,300.0,0,BUY,0.1,2.1591781826937386,0.21591781826937387,0.21591781826937387,1.0,63267.65000000001,63435.25,63351.55,0.0026490631468055357,0.0013229509867996848,0.0013229509867996848,0.0010443462548922508,0.0006362387939702631,0.0006362387939702631
twap_300_0_SELL_0.1,twap,300.0,0,SELL,0.1,2.1591781826937386,0.21591781826937387,0.21591781826937387,1.0,63267.65000000001,63266.05,63351.55,2.528938564978817e-05,0.001351401545655639,0.001351401545655639,0.00024051259477275393,0.0006486200556945905,0.0006486200556945905
twap_300_0_BUY_0.2,twap,300.0,0,BUY,0.2,2.1591781826937386,0.43183563653874774,0.43183563653874774,1.0,63267.65000000001,63468.95,63351.55,0.003181720832052215,0.0018556086720463644,0.0018556086720463644,0.0013008227743561776,0.000892715313434277,0.000892715313434277
twap_300_0_SELL_0.2,twap,300.0,0,SELL,0.2,2.1591781826937386,0.43183563653874774,0.43183563653874774,1.0,63267.65000000001,63230.55,63351.55,0.0005863976297524219,0.0019125097897582726,0.0019125097897582726,0.0005087381413200924,0.0009168456022416809,0.0009168456022416809
twap_600_0_BUY_0.001,twap,600.0,0,BUY,0.001,8.919278495871497,0.008919278495871498,0.008919278495871498,1.0,63060.25,62909.75,62885.65000000001,-0.0023866064596952913,0.0003821741905559496,0.0003821741905557188,-0.0015223271923801916,0.00018759836822719738,0.00018759836822719738
twap_600_0_SELL_0.001,twap,600.0,0,SELL,0.001,8.919278495871497,0.008919278495871498,0.008919278495871498,1.0,63060.25,62861.65000000001,62885.65000000001,0.003149369055783814,0.00038058840553280396,0.00038058840553280396,0.0018961760115654342,0.00018625045095759646,0.00018625045095759646
twap_600_0_BUY_0.0025,twap,600.0,0,BUY,0.0025,8.919278495871497,0.02229819623967874,0.02229819623967874,1.0,63060.25,62919.65000000001,62885.65000000001,-0.0022296137424128713,0.000539166907838139,0.000539166907838139,-0.001462860254016037,0.0002470653065916714,0.0002470653065916714
twap_600_0_SELL_0.0025,twap,600.0,0,SELL,0.0025,8.919278495871497,0.02229819623967874,0.02229819623967874,1.0,63060.25,62847.850000000006,62885.65000000001,0.0033682073889652227,0.0005994267387142123,0.0005994267387142123,0.0020033750791238728,0.0002934495185160383,0.0002934495185160383
twap_600_0_BUY_0.005,twap,600.0,0,BUY,0.005,8.919278495871497,0.04459639247935748,0.04459639247935748,1.0,63060.25,62932.95,62885.65000000001,-0.0020187043343469603,0.0007500763159042806,0.0007500763159040498,-0.0013693517971568763,0.0003405737634510605,0.0003405737634510605
twap_600_0_SELL_0.005,twap,600.0,0,SELL,0.005,8.919278495871497,0.04459639247935748,0.04459639247935748,1.0,63060.25,62832.350000000006,62885.65000000001,0.003614004067538492,0.0008452234172874816,0.0008452234172874816,0.0021231811376154425,0.00041325557700771647,0.00041325557700771647
twap_600_0_BUY_0.01,twap,600.0,0,BUY,0.01,8.919278495871497,0.08919278495871497,0.08919278495871497,1.0,63060.25,62953.65000000001,62885.65000000001,-0.0016904468345747324,0.001078333815676278,0.001078333815676278,-0.0012157949474246436,0.0004941306131833833,0.0004941306131833833
twap_600_0_SELL_0.01,twap,600.0,0,SELL,0.01,8.919278495871497,0.08919278495871497,0.08919278495871497,1.0,63060.25,62810.55,62885.65000000001,0.0039597052025641686,0.001190924552313158,0.001190924552313158,0.002290719325301066,0.0005807937646933025,0.0005807937646933025
twap_600_0_BUY_0.02,twap,600.0,0,BUY,0.02,8.919278495871497,0.17838556991742993,0.17838556991742993,1.0,63060.25,62983.75,62885.65000000001,-0.0012131255426358126,0.0015556551076151978,0.0015556551076151978,-0.000989503424634866,0.000720422135973093,0.000720422135973093
twap_600_0_SELL_0.02,twap,600.0,0,SELL,0.02,8.919278495871497,0.17838556991742993,0.17838556991742993,1.0,63060.25,62780.25,62885.65000000001,0.004440198064549379,0.0016714174142983692,0.0016714174142983692,0.0025223496576683904,0.0008124240970606195,0.0008124240970606195
twap_600_0_BUY_0.05,twap,600.0,0,BUY,0.05,8.919278495871497,0.4459639247935749,0.4459639247935749,1.0,63060.25,63044.45,62885.65000000001,-0.0002505540336424754,0.0025182266166085348,0.0025182266166085348,-0.000528832875438514,0.0011810926851700929,0.0011810926851700929
twap_600_0_SELL_0.05,twap,600.0,0,SELL,0.05,8.919278495871497,0.4459639247935749,0.4459639247935749,1.0,63060.25,62724.05,62885.65000000001,0.005331409247505316,0.0025626285972543054,0.0025626285972543054,0.002936239548686907,0.0012263139880775526,0.0012263139880775526
twap_600_0_BUY_0.1,twap,600.0,0,BUY,0.1,8.919278495871497,0.8919278495871498,0.8919278495871498,1.0,63060.25,63113.350000000006,62885.65000000001,0.000842051847241421,0.0036108324974924314,0.0036108324974924314,-2.7486940409806465e-06,0.0017071768665680497,0.0017071768665680497
twap_600_0_SELL_0.1,twap,600.0,0,SELL,0.1,8.919278495871497,0.8919278495871498,0.8919278495871498,1.0,63060.25,62659.65000000001,62885.65000000001,0.006352654802351581,0.0035838741521005703,0.0035838741521005703,0.003455822011489751,0.0017458964508809784,0.0017458964508809784
twap_600_0_BUY_0.2,twap,600.0,0,BUY,0.2,8.919278495871497,1.7838556991742995,1.7838556991742995,1.0,63060.25,63204.25,62885.65000000001,0.0022835304331968237,0.005052311083447834,0.005052311083447834,0.000707471558283734,0.0024173971188928755,0.0024173971188928755
twap_600_0_SELL_0.2,twap,600.0,0,SELL,0.2,8.919278495871497,1.7838556991742995,1.7838556991742995,1.0,63060.25,62562.55,62885.65000000001,0.007892452059736476,0.005123671409485465,0.005123671409485465,0.004219377500089615,0.0025094519394811654,0.0025094519394811654
