episode,side,duration,participation,quantity,completion,reward
47,BUY,120.0,0.004501201627516612,0.006514365421619271,1.0,-7.939589253231558e-07
48,BUY,300.0,0.0025945980783354627,0.020047894277808224,1.0,-7.937622983488503e-07
49,SELL,300.0,0.057361207459650905,1.8874041744314631,1.0,-2.2435960983386675e-06
50,SELL,300.0,0.055936667280954054,0.9272536602473265,1.0,-1.399662841005756e-06
51,SELL,300.0,0.001962095455517025,0.019408678718400685,1.0,-7.937144168110999e-07
52,BUY,600.0,0.0016668014368688097,0.06479438024840474,1.0,-1.0269952066694244e-06
53,SELL,600.0,0.14770408618793548,2.056211119837927,1.0,-1.035514015888759e-06
54,BUY,300.0,0.02075220577586104,0.20000857088920718,1.0,-7.934839101062095e-07
55,BUY,600.0,0.0648350510554345,2.3452416227764417,1.0,-1.1532326512903567e-06
56,BUY,600.0,0.09173715860728215,2.880036832953385,1.0,-2.0705816447498343e-06
57,SELL,120.0,0.0023614406405014035,0.019859315737386838,1.0,-7.927592540484322e-07
58,SELL,600.0,0.04007124137604668,0.9160444235603771,1.0,-1.1777403987255898e-06
59,BUY,300.0,0.049933849931105376,0.5950560612203225,1.0,-1.0513414433791776e-06
60,SELL,600.0,0.13263781908784522,2.1342047692637376,1.0,-1.3009196864849996e-06
61,BUY,600.0,0.00891160107138037,0.44748429585323873,1.0,-1.3849412927916899e-06
62,SELL,120.0,0.08206561530239612,0.3637767432278871,1.0,-9.734125960449616e-07
63,BUY,300.0,0.17589573654750787,3.8159438080126495,1.0,-1.258187208533931e-06
64,SELL,600.0,0.0013437266261624437,0.03250387167626838,1.0,-7.937131568354267e-07
65,BUY,120.0,0.0330116866964503,0.11558756723884675,1.0,-7.941758320903201e-07
66,SELL,600.0,0.005341547295109275,0.09093332484669127,1.0,-7.937622983620291e-07
67,BUY,300.0,0.007232695396788575,0.05491161362031821,1.0,-7.939463180938194e-07
68,BUY,600.0,0.010566994375620902,0.4401213304377525,1.0,-7.773383768500282e-07
69,SELL,120.0,0.009618915692451881,0.01343213336716038,1.0,-7.936350469634417e-07
70,SELL,300.0,0.0014261842584910255,0.014163899050619431,1.0,-9.55855039903861e-07
71,BUY,120.0,0.0151535395689309,0.10859421803935627,1.0,-7.93658982196694e-07
72,BUY,120.0,0.1800525507229803,0.9560588541286698,1.0,-1.8802662345222116e-06
73,SELL,600.0,0.008369357321811944,0.27921524120378516,1.0,-8.42095547969416e-07
74,SELL,300.0,0.0022315763029965075,0.014087500737096277,1.0,-7.936589821720858e-07
75,BUY,600.0,0.001386608002315219,0.024076862286794436,1.0,-7.933378658773993e-07
76,SELL,600.0,0.001510570987513102,0.03268018424255688,1.0,-9.233458867594528e-07
77,BUY,600.0,0.0021718615206516535,0.0435469612651012,1.0,-7.938227885632376e-07
78,SELL,120.0,0.0012951866393698407,0.0030619083261819117,1.0,-7.930560016568755e-07
79,SELL,300.0,0.003283155749796349,0.07734747985474594,1.0,-1.1029672460170163e-06
80,SELL,120.0,0.004712961711679235,0.02378430829374237,1.0,-7.930107206514689e-07
81,SELL,600.0,0.044338514020898986,1.7401943406829694,1.0,-1.0334857567784893e-06
82,BUY,600.0,0.015171580416143629,0.47845991497316703,1.0,-1.2916240713530198e-06
83,SELL,600.0,0.04930586917498764,1.1733030421618895,1.0,-1.0015175879180694e-06
84,BUY,120.0,0.00497967660682641,0.04565201552831547,1.0,-8.929230490736344e-07
85,SELL,120.0,0.0014496151695963914,0.0050179744259459605,1.0,-7.94045926023922e-07
86,SELL,300.0,0.002957871301452894,0.026695376297562176,1.0,-8.198064315595005e-07
87,BUY,300.0,0.0010461692041717292,0.02259918485918222,1.0,-7.939450573969941e-07
88,SELL,600.0,0.006257133630075174,0.11507603773082892,1.0,-8.156433647146094e-07
89,BUY,120.0,0.00442970786316032,0.008426469894469615,1.0,-7.933391246958245e-07
90,SELL,300.0,0.005860924632941396,0.039422026550242247,1.0,-7.933164674197669e-07
91,SELL,600.0,0.0015575483102515774,0.04870365349233454,1.0,-7.999040700439824e-07
92,BUY,600.0,0.0017226876495049775,0.04043844161263331,1.0,-8.218907732823537e-07
93,SELL,120.0,0.0014561449855338517,0.002239666456006648,1.0,-7.936602420117543e-07
94,BUY,300.0,0.024900838776887903,1.0364356506521908,1.0,-1.052841904655215e-06
95,BUY,600.0,0.0011631323553878763,0.02951036869867772,1.0,-9.093655629654343e-07
96,BUY,300.0,0.03265870694760254,1.204760671399069,1.0,-1.7032380635291575e-06
97,BUY,300.0,0.04941586366699661,0.4632538005457438,1.0,-1.037119347269851e-06
98,SELL,600.0,0.04685913881682221,2.304200171954838,1.0,-1.4083148320637267e-06
99,BUY,300.0,0.01740511923216152,0.3042760198957921,1.0,-7.938643809552741e-07
100,SELL,600.0,0.04512046347879168,0.9053339627761625,1.0,-1.1640951302046458e-06
101,SELL,300.0,0.0010933340883337876,0.01835052326292273,1.0,-7.933957735718e-07
102,SELL,600.0,0.009467565497822473,0.24802725936511094,1.0,-8.549040506739233e-07
103,SELL,300.0,0.04980250850022836,0.6057692568381418,1.0,-8.881426680048552e-07
104,SELL,600.0,0.05834573970787024,1.275622151346657,1.0,-1.0073380241853011e-06
105,SELL,120.0,0.0012641994979783508,0.0025935508660296946,1.0,-7.942136768822726e-07
106,SELL,600.0,0.011678359467373636,0.2771851599940666,1.0,-8.873919525660467e-07
107,SELL,600.0,0.006518139427580521,0.22976827946712874,1.0,-1.5997562034418405e-06
108,BUY,120.0,0.0542313296462872,0.11300877109005177,1.0,-7.930509701557893e-07
109,SELL,300.0,0.03257662992733909,0.3659885812555766,1.0,-7.938127062357809e-07
110,BUY,300.0,0.0036134374622147757,0.06589293397746021,1.0,-7.935670282098207e-07
111,SELL,300.0,0.05739882982205442,0.4231003404415797,1.0,-1.0013425939390515e-06
112,BUY,120.0,0.00725132745176186,0.03360162368375083,1.0,-7.934864285893672e-07
113,BUY,600.0,0.01344657091391403,0.15610341327028046,1.0,-8.995720267678134e-07
114,BUY,600.0,0.016222149143278315,0.5431941117975371,1.0,-9.5770659144957e-07
115,SELL,120.0,0.175801475960882,0.27641831528610705,1.0,-7.935859211374312e-07
116,BUY,120.0,0.09289633190222965,0.37933782194563714,1.0,-7.938240488684128e-07
117,BUY,120.0,0.04435445046674048,0.18400474872107894,1.0,-7.936917380501428e-07
118,SELL,300.0,0.0015003734167810868,0.019181661821594236,1.0,-8.834776131371289e-07
119,BUY,600.0,0.00430262562837998,0.1329290960191527,1.0,-8.075503966322428e-07
120,BUY,120.0,0.05145522683565492,0.49474129074767803,1.0,-9.92830500277522e-07
121,SELL,120.0,0.006428757309103757,0.08025163934769067,1.0,-8.689467950524693e-07
122,BUY,600.0,0.013735221729133813,0.37253169771426886,1.0,-9.560319004297167e-07
123,BUY,300.0,0.061587448641030273,0.7504599711510657,1.0,-1.0658221274414792e-06
124,SELL,600.0,0.07921121470211424,1.0491346839315974,1.0,-8.537969318167878e-07
125,BUY,300.0,0.006481304358889071,0.10507050890027923,1.0,-7.934650220587715e-07
126,SELL,120.0,0.026541441144823548,0.05792522657102964,1.0,-1.4000063378756639e-06
127,SELL,300.0,0.057616991853703885,0.8215951891288419,1.0,-1.6111752673998318e-06
128,BUY,120.0,0.01723197627105639,0.042476103730913366,1.0,-7.941972769864545e-07
129,BUY,120.0,0.0362644178382381,0.20168846502381113,1.0,-7.937207166345409e-07
130,BUY,600.0,0.05145906542167497,0.8294767036195728,1.0,-9.658313982026108e-07
131,BUY,120.0,0.16771055739185228,0.9114940790635941,1.0,-2.9871359628957365e-06
132,SELL,600.0,0.0025218184933604674,0.06012870110602167,1.0,-1.3501968299502924e-06
133,BUY,120.0,0.0015159360068627652,0.0059104328531611175,1.0,-7.938605996169047e-07
134,BUY,300.0,0.010772488576678313,0.09906745873860429,1.0,-9.339641962420952e-07
135,SELL,120.0,0.0024454812545942456,0.01868938514402928,1.0,-7.936703205152814e-07
136,BUY,600.0,0.03192027326878229,0.6976965007458893,1.0,-1.176820876533592e-06
137,SELL,600.0,0.0030077754411212587,0.09330530924293945,1.0,-7.934637629170542e-07
138,SELL,600.0,0.002148060464081981,0.09575197361165587,1.0,-7.936627615947122e-07
139,BUY,300.0,0.009178040690184438,0.11441340752080403,1.0,-7.942199845967875e-07
140,BUY,300.0,0.005562539395698633,0.06345334334849162,1.0,-7.93926147353597e-07
141,BUY,300.0,0.05307928078272173,0.49268569325572786,1.0,-8.729824214352423e-07
142,BUY,120.0,0.0678966138804734,0.8471274135006979,1.0,-3.3509520124572315e-06
143,SELL,120.0,0.13815548674360442,0.5906200195680372,1.0,-8.200394051016984e-07
144,BUY,120.0,0.012120801748737158,0.03838129718204541,1.0,-7.936312677433171e-07
145,BUY,120.0,0.1510538211643321,0.6670362665714245,1.0,-7.934222124764524e-07
146,SELL,120.0,0.0570663868386134,0.41026338452778144,1.0,-1.2016448614735923e-06
147,BUY,300.0,0.006951299528281568,0.15604805901018962,1.0,-8.719673509714063e-07
148,SELL,300.0,0.00345311199593049,0.024696710722217317,1.0,-7.938101857056615e-07
149,BUY,120.0,0.0011638333760549176,0.0039218695785165495,1.0,-7.938278298394676e-07
150,BUY,600.0,0.01772760962453028,0.2892605039758927,1.0,-7.939021959929508e-07
151,BUY,600.0,0.001912069896761954,0.044170337158863114,1.0,-8.349756856082334e-07
152,BUY,120.0,0.035508204183730914,0.10863461555452675,1.0,-7.940610585299468e-07
153,BUY,300.0,0.036573246383770824,0.3666157178644786,1.0,-1.028351395591952e-06
154,BUY,120.0,0.0073519079557829835,0.008492204593664517,1.0,-7.935657687380812e-07
155,SELL,300.0,0.004142448822167514,0.014471902418169324,1.0,-1.0053745733347535e-06
156,BUY,600.0,0.04925210044448935,1.5944215820553989,1.0,-8.912796443508227e-07
157,SELL,120.0,0.08694815977833019,0.4490778534180718,1.0,-1.637209939645179e-06
158,BUY,300.0,0.10767244274567465,1.6528478418110186,1.0,-1.8741908142313572e-06
159,BUY,300.0,0.01522882155172793,0.24284895232256581,1.0,-7.943019951947428e-07
160,SELL,600.0,0.004190880699777301,0.14673954762572083,1.0,-9.441042784912547e-07
161,BUY,300.0,0.0011866167295340162,0.0068548257224311645,1.0,-9.067919690404611e-07
162,SELL,120.0,0.07563905183991075,0.15500476001596894,1.0,-9.629078180180938e-07
163,SELL,300.0,0.011678579309234431,0.09153413339385484,1.0,-8.701959727509231e-07
164,BUY,600.0,0.007958621744115794,0.22576462850518839,1.0,-8.996105866421028e-07
165,BUY,300.0,0.014394490080849927,0.1207750479554657,1.0,-8.691528403791891e-07
166,SELL,120.0,0.0010312274344438236,0.010544448021708046,1.0,-7.933215023139021e-07
167,SELL,300.0,0.017806162659403726,0.14059130177746354,1.0,-7.942124152555258e-07
168,SELL,600.0,0.08603977295997138,2.4330372375256197,1.0,-1.09209319744135e-06
169,BUY,120.0,0.014713338167668009,0.04584850133064994,1.0,-7.935065769517061e-07
170,SELL,300.0,0.008063259690470457,0.19539103540734676,1.0,-7.936010361483393e-07
171,BUY,300.0,0.02465479132655776,0.12498288662865145,1.0,-7.940446649978821e-07
172,SELL,600.0,0.12404422096830714,2.554242752686292,1.0,-1.2938500125709279e-06
173,BUY,120.0,0.0017285189607846767,0.0076784537150683925,1.0,-7.940547532399824e-07
174,BUY,600.0,0.009586118368146278,0.14656434666474405,1.0,-8.226966218040713e-07
175,BUY,600.0,0.0012044647455384738,0.03330410717684013,1.0,-8.74518743367598e-07
176,SELL,600.0,0.02982250829067608,0.7610543118809411,1.0,-1.1072469349530046e-06
177,BUY,120.0,0.034148761327508104,0.07178534016868357,1.0,-7.936325274903438e-07
178,BUY,120.0,0.0011693162174772496,0.007490031927331492,1.0,-7.931981670548018e-07
179,SELL,300.0,0.09783112043290132,0.6045891404598954,1.0,-1.2144680146166307e-06
180,BUY,600.0,0.035996154857530924,0.32381457280394144,1.0,-8.080250539163002e-07
181,BUY,300.0,0.0015147073907565494,0.016579988909583024,1.0,-8.886765001381006e-07
182,SELL,120.0,0.006424502120199214,0.08231159704670035,1.0,-8.886227939888421e-07
183,BUY,300.0,0.001806944311174198,0.03322504430791485,1.0,-1.0172986860466473e-06
184,SELL,120.0,0.1356493831476118,0.5801318570320931,1.0,-1.0788137405401258e-06
185,SELL,600.0,0.003769224616633281,0.11481022676193725,1.0,-1.0852402283332768e-06
186,BUY,120.0,0.04263850146357713,0.28159445628534524,1.0,-1.597529697428913e-06
187,SELL,600.0,0.0013798886999971335,0.02150183266220848,1.0,-8.076677658760974e-07
188,SELL,120.0,0.001510973642302279,0.0029706828259763915,1.0,-7.932560543016693e-07
189,SELL,120.0,0.010943088364752078,0.10421588684855507,1.0,-7.935909594147181e-07
190,BUY,600.0,0.026032135082536965,0.5547880063015727,1.0,-9.013770295823107e-07
191,SELL,300.0,0.07583548889581956,1.6161511969471742,1.0,-1.4025185792708249e-06
192,BUY,600.0,0.0012350188602669398,0.03287890908964465,1.0,-7.932120088788916e-07
193,SELL,600.0,0.014177009029788253,0.1665208720869281,1.0,-8.692755737357128e-07
194,SELL,600.0,0.004574851373663035,0.10982177983997954,1.0,-7.9372449661443e-07
195,SELL,600.0,0.0010479176094813328,0.02877793209330955,1.0,-7.932988459669679e-07
196,BUY,120.0,0.0023806145676598307,0.03313678259467227,1.0,-8.343729643679163e-07
197,BUY,120.0,0.004883816529617583,0.024940606998938956,1.0,-1.0581212791974985e-06
198,SELL,600.0,0.0010541482308399873,0.030864902043934453,1.0,-1.0831957587508385e-06
199,BUY,300.0,0.024956573317985894,0.2553198741065617,1.0,-8.210392393252099e-07
200,BUY,300.0,0.0264830266951772,0.3923045580320127,1.0,-8.674921511416049e-07
201,SELL,600.0,0.01575745189382066,0.47705410530307507,1.0,-8.786419710615947e-07
202,BUY,120.0,0.0023126800151239673,0.0046861028384376875,1.0,-7.939412753324881e-07
203,BUY,120.0,0.09003214425886666,0.16946666223080192,1.0,-7.938593392193959e-07
204,BUY,120.0,0.0015613236891934355,0.005012776544583143,1.0,-7.939021959948931e-07
205,SELL,120.0,0.0019556971513646224,0.009363909212055722,1.0,-7.933970325576839e-07
206,BUY,600.0,0.0501631267998057,1.0766451861261417,1.0,-9.992655401741903e-07
207,BUY,600.0,0.0032480373751995525,0.07896395445535886,1.0,-7.935733257574275e-07
208,SELL,300.0,0.0023519288990587364,0.023332674573070228,1.0,-7.936161516590003e-07
209,SELL,600.0,0.07184048059189856,1.2785476464958045,1.0,-1.0244448997183634e-06
210,SELL,300.0,0.0040694382514024656,0.02356702204699572,1.0,-1.4931300859938912e-06
211,BUY,300.0,0.002787817504156703,0.05064440493598412,1.0,-7.935141328403874e-07
212,BUY,120.0,0.0018019965956244072,0.002313788454859774,1.0,-1.0409451892177222e-06
213,BUY,120.0,0.057503534272298644,0.12620064581560003,1.0,-8.641584550329554e-07
214,SELL,120.0,0.17189336442772551,0.8117898567184485,1.0,-9.738807164251252e-07
215,SELL,120.0,0.001063744556744771,0.004758305189152253,1.0,-7.937307966739558e-07
216,BUY,120.0,0.02111329836324375,0.03343360915207142,1.0,-7.937723793895333e-07
217,SELL,120.0,0.00638099303279703,0.008317963732913757,1.0,-7.944244116877884e-07
218,BUY,120.0,0.001264798682407058,0.003940975692359999,1.0,-7.936274886510214e-07
219,BUY,120.0,0.00703156413715507,0.09845377271856771,1.0,-7.937043372074545e-07
220,BUY,600.0,0.0016950465504568385,0.037225000430936406,1.0,-7.937282766212371e-07
221,SELL,600.0,0.001414104261154862,0.03161732785846245,1.0,-1.2955718630750937e-06
222,BUY,600.0,0.0010477327830071147,0.03741832685964734,1.0,-8.424544355641019e-07
223,BUY,300.0,0.0015328825769442118,0.01438596095131871,1.0,-7.936325274821827e-07
224,SELL,120.0,0.013627662741555718,0.08271532079194854,1.0,-7.936451247302351e-07
225,BUY,300.0,0.01629853223811243,0.21367843916747464,1.0,-7.933932556795691e-07
226,BUY,120.0,0.006710814078957187,0.0031749069848136975,1.0,-7.938858090311181e-07
227,SELL,600.0,0.001534767785434347,0.07023169558471731,1.0,-8.349515221095485e-07
228,SELL,300.0,0.006014730123111915,0.31170232644984425,1.0,-1.162896160751509e-06
229,SELL,300.0,0.021013612419566858,0.4395439447642284,1.0,-8.703269792210466e-07
230,SELL,120.0,0.0051248976967291126,0.01761415369523791,1.0,-7.93757257909863e-07
231,SELL,300.0,0.007613228832989893,0.08475121517574204,1.0,-8.465668934476756e-07
232,BUY,120.0,0.05981501021826142,0.047111874331197595,1.0,-7.934939840818202e-07
233,SELL,120.0,0.18306708667421695,0.565115708068915,1.0,-2.373706515871089e-06
234,SELL,120.0,0.14295915383085658,1.0221669364648538,1.0,-9.930031306978823e-07
235,SELL,600.0,0.151669515475668,5.991842981320139,1.0,-2.406029523050522e-06
236,BUY,300.0,0.015088152224718281,0.2666817561981436,1.0,-9.75419836359755e-07
237,BUY,120.0,0.14916301644544697,0.3261645894283367,1.0,-8.457778121567498e-07
238,SELL,120.0,0.001580635389408017,0.0038574731142308177,1.0,-7.942061075509606e-07
239,BUY,120.0,0.004425508217905204,0.04395667785657289,1.0,-7.931792925822645e-07
240,SELL,600.0,0.01695522281228437,0.40878352918953487,1.0,-8.918707878617175e-07
241,SELL,600.0,0.005670136225798567,0.12452218951772015,1.0,-7.932850011204719e-07
242,BUY,120.0,0.16310431474996834,0.7802265249018898,1.0,-1.8594126128285123e-06
243,BUY,120.0,0.0015943106995139724,0.02589256539452489,1.0,-1.7962907317231264e-06
244,BUY,600.0,0.004339714366213913,0.11363454538016056,1.0,-8.572279281246997e-07
245,BUY,120.0,0.002442262336747264,0.03061236793761216,1.0,-7.938026241410829e-07
246,SELL,120.0,0.0628393469302247,0.13444599446810207,1.0,-7.937786802333858e-07
247,SELL,300.0,0.003411516497318058,0.029985886405537298,1.0,-7.934499122771588e-07
248,SELL,120.0,0.03720442477524861,0.08020099869513722,1.0,-7.934788732153963e-07
249,BUY,120.0,0.010911249596612174,0.05450985108385172,1.0,-7.940207064854247e-07
250,SELL,300.0,0.00334763004598698,0.07119012022897879,1.0,-7.942691889593483e-07
251,BUY,600.0,0.005291046476911712,0.13189062595621645,1.0,-8.111299662092579e-07
252,BUY,120.0,0.006499195667157828,0.01586486925589293,1.0,-7.935493956508057e-07
253,BUY,600.0,0.11715866295735294,1.8203318943705007,1.0,-1.0146161083034273e-06
254,SELL,600.0,0.0021511671176723418,0.0471100565681361,1.0,-8.033608694455097e-07
255,BUY,120.0,0.003992548685554159,0.03421621368783143,1.0,-7.936451247297594e-07
256,BUY,600.0,0.1862616878866805,3.3705857488284754,1.0,-1.8021991035999334e-06
257,SELL,120.0,0.011593657419931215,0.07241028768299858,1.0,-8.634885861874598e-07
258,BUY,300.0,0.0016850672759172519,0.029556081230939037,1.0,-7.938051446071854e-07
259,BUY,600.0,0.19716087982180489,4.867924360390781,1.0,-1.618239860582545e-06
260,SELL,300.0,0.08859803845793493,3.42437797120162,1.0,-2.2675378675961195e-06
261,BUY,600.0,0.15657648327540535,4.921549009175661,1.0,-1.6543960571064483e-06
262,SELL,300.0,0.0018030969808674642,0.00898000550261012,1.0,-7.94114026841081e-07
263,BUY,300.0,0.0892954288820801,0.7328981777413061,1.0,-9.886138407366251e-07
264,SELL,600.0,0.12276958571713582,1.465950443754566,1.0,-8.112219320813503e-07
265,BUY,300.0,0.01728999058894316,0.21995641063749194,1.0,-8.537854695861748e-07
266,SELL,600.0,0.0012408157493958003,0.035073302139988924,1.0,-8.1543830652598e-07
267,SELL,300.0,0.005243311725782977,0.052791270463163856,1.0,-7.931176423234591e-07
268,BUY,600.0,0.0016077407534269832,0.039007288862434604,1.0,-7.938795065436929e-07
269,SELL,120.0,0.0013501021922782102,0.004678469137235328,1.0,-7.939917059939976e-07
270,BUY,600.0,0.00463854996895747,0.10288987379362065,1.0,-8.481843864659433e-07
271,BUY,600.0,0.0010695771688100702,0.017203437806955876,1.0,-7.936740999138998e-07
272,BUY,300.0,0.028392771525656054,0.569484868084554,1.0,-8.949986735732724e-07
273,BUY,300.0,0.030887031175383058,0.9056903457228501,1.0,-1.422733402970719e-06
274,BUY,120.0,0.007328743217201819,0.026105210102291936,1.0,-7.934587262425651e-07
275,BUY,120.0,0.05942635890048373,0.45157268325371214,1.0,-1.5100898686382504e-06
276,BUY,600.0,0.00422729681535296,0.07808985943510335,1.0,-7.937786801751916e-07
277,BUY,600.0,0.006737299897667106,0.3806491838278524,1.0,-1.2782176369267224e-06
278,BUY,300.0,0.03940676765590935,0.35615044629272286,1.0,-8.602451568819977e-07
279,SELL,300.0,0.03943658349283519,0.22779577597655332,1.0,-8.659501519907185e-07
280,BUY,600.0,0.005944080412749108,0.15311858739491976,1.0,-7.942389086153772e-07
281,SELL,600.0,0.072228390145532,3.097281838642391,1.0,-1.5252803807328267e-06
282,BUY,300.0,0.0046761132740251,0.060788237360864014,1.0,-7.934071043329966e-07
283,BUY,300.0,0.12587109053970766,4.0502409061381845,1.0,-1.8692209608540632e-06
284,BUY,120.0,0.04203715711452785,0.033482081184000236,1.0,-8.18826290013451e-07
285,SELL,600.0,0.05536004968865838,0.8508924108957128,1.0,-9.43551042190733e-07
286,BUY,600.0,0.06337564863947576,1.8120933343358052,1.0,-1.0873020710287357e-06
287,SELL,600.0,0.024271027569089484,0.37427915307323795,1.0,-8.456860298870828e-07
288,SELL,600.0,0.03569338970767654,0.7451549740016042,1.0,-1.3194951035414187e-06
289,SELL,120.0,0.010799921937030171,0.0058401388290457035,1.0,-7.938366522623767e-07
290,BUY,120.0,0.0036093504978311403,0.04460137135808927,1.0,-7.931490953871045e-07
291,BUY,120.0,0.15801689490406068,0.4975748075030838,1.0,-1.3257527755495994e-06
292,SELL,120.0,0.0014307962464791381,0.0068008451173421315,1.0,-7.930308449471842e-07
293,SELL,120.0,0.002477776620861682,0.003210666018442912,1.0,-7.940597974457724e-07
294,SELL,300.0,0.004385426309115871,0.032277499380308786,1.0,-7.933580067879616e-07
295,BUY,600.0,0.008876328637565082,0.2825233793516606,1.0,-1.0308166151154622e-06
296,SELL,300.0,0.01848079144365072,0.1615658168856887,1.0,-8.429638884586042e-07
297,BUY,120.0,0.005052350263888559,0.0043245905614238255,1.0,-7.933277958745761e-07
298,BUY,120.0,0.003066559498439758,0.005652872260876154,1.0,-7.934360621138115e-07
299,SELL,120.0,0.03649913956374978,0.14143913942929345,1.0,-1.109851377756268e-06
300,BUY,120.0,0.012150906055308434,0.13191593568883536,1.0,-7.933013632370485e-07
301,SELL,600.0,0.006457422041540038,0.3334531323901177,1.0,-8.37579437256727e-07
302,SELL,600.0,0.040154422016295994,0.6753887452184665,1.0,-1.090485875039847e-06
303,BUY,120.0,0.006227051040978933,0.04905296369320544,1.0,-1.2247649767394506e-06
304,SELL,600.0,0.023739445254638496,0.7742365552434628,1.0,-1.1965403619195054e-06
305,BUY,600.0,0.007516043299833949,0.2638197646432147,1.0,-9.908214556267916e-07
306,SELL,300.0,0.01386489484997198,0.4406711098852837,1.0,-1.1382284186928572e-06
307,SELL,300.0,0.04400351856373874,0.3092995269557852,1.0,-9.605738832532044e-07
308,BUY,600.0,0.040133699348011115,1.0819523296319469,1.0,-1.1713773153017986e-06
309,BUY,120.0,0.10869193585702387,0.6022113155883386,1.0,-1.338096221850998e-06
310,BUY,600.0,0.00220175846640148,0.03341159020268878,1.0,-7.927014393328239e-07
311,SELL,600.0,0.05185008665877832,1.2458245688317342,1.0,-1.1892540479720508e-06
312,BUY,600.0,0.0019050649593584474,0.03697289415205377,1.0,-7.937383568105508e-07
313,SELL,120.0,0.056403383761572,0.1897551710316799,1.0,-7.938404332874349e-07
